767,628,247,263,212,278,266,199,193,223,245,160,178,514,523,496,501,685,727,814,1103,1258,1327,1416,1355,1254,1192,1331,1350,1388,1386
72,72,72,72,72,72,72,72,72,72,72,-1233,-1233,-1233,-1233,-1233,-1233,-1233,-1233,-1233,-1233,-961,-961,-961,-961,-961,-352,-352,-352,-352,-352
3475,5680,5221,5316,5564,5582,3231,3035,3033,3336,3516,2074,2148,2319,2548,2531,2745,2866,2798,2784,3185,3651,3713,3901,3936,3836,4416,4607,4593,4521,4411
